# 函戈五笔 拼音码表
# 格式：拼音	汉字	权重
# 来源：rime-pinyin-simp + rime-luna-pinyin
# 条目数：119004
xiandairen	现代人	4234
xiangjin	详尽	4234
zishu	字数	4234
zuozhe	做着	4234
beipian	被骗	4233
changqiyilai	长期以来	4233
chusheng	畜生	4233
dahuo	大伙	4233
gezhe	隔着	4233
hongchen	红尘	4233
lengshui	冷水	4233
pusu	朴素	4233
qizhe	骑着	4233
waidiren	外地人	4233
xianqi	嫌弃	4233
xuanmin	选民	4233
yizhi	已知	4233
yonggong	用工	4233
youyigeren	有一个人	4233
buqiang	不强	4232
dahuo	大火	4232
diandongche	电动车	4232
dukaqi	读卡器	4232
duxie	读写	4232
jiliang	剂量	4232
maozhe	冒着	4232
nvlang	女郎	4232
shenceng	深层	4232
weishengwu	微生物	4232
yajin	押金	4232
yijinghen	已经很	4232
yinghe	迎合	4232
yingzhuyi	应注意	4232
yizhi	以至	4232
zhenbu	真不	4232
daitu	歹徒	4231
ganggu	港股	4231
guomao	国贸	4231
jizhecaifang	记者采访	4231
liangnv	靓女	4231
luosi	螺丝	4231
mengdao	梦到	4231
mingyan	名言	4231
nengbu	能不	4231
nengshuo	能说	4231
putaoya	葡萄牙	4231
taiqitou	抬起头	4231
wuneng	无能	4231
wuzui	无罪	4231
xiaolu	小路	4231
yao	瑶	4231
yuanbao	元宝	4231
zizhupinpai	自主品牌	4231
fu	赋	4230
huanxing	唤醒	4230
jiangshi	讲师	4230
jianrui	尖锐	4230
jiudao	就到	4230
shangceng	上层	4230
shuben	书本	4230
xuanyang	宣扬	4230
biduan	弊端	4229
chengweiyizhong	成为一种	4229
diwang	帝王	4229
gentie	跟帖	4229
guanli	惯例	4229
hongwai	红外	4229
huluan	胡乱	4229
jida	几大	4229
jijing	寂静	4229
jishiwan	几十万	4229
kegenju	可根据	4229
keyishixian	可以实现	4229
kuajiang	夸奖	4229
kui	奎	4229
lian	李安	4229
liutang	流淌	4229
meiyouqian	没有钱	4229
najian	那件	4229
piangao	偏高	4229
qianting	潜艇	4229
qieyi	惬意	4229
qingge	情歌	4229
shenhua	申花	4229
shoulian	收敛	4229
shoushi	收视	4229
xiazhouyi	下周一	4229
xietingfeng	谢霆锋	4229
xingshi	刑事	4229
xinpianzu	芯片组	4229
yinan	阴暗	4229
zheban	这般	4229
zhongxing	中性	4229
zhumu	瞩目	4229
beijingren	北京人	4228
guoyu	国语	4228
husheng	呼声	4228
lianxian	连线	4228
mofan	模范	4228
rennai	忍耐	4228
shangfang	上访	4228
youxiji	游戏机	4228
zhongxin	衷心	4228
chili	吃力	4227
fuxian	浮现	4227
jieci	借此	4227
jielian	接连	4227
jieshi	结识	4227
jikuan	几款	4227
jizhi	极致	4227
nahui	那会	4227
nongyebu	农业部	4227
pingpan	评判	4227
qitian	七天	4227
shejiao	社交	4227
shijian	是件	4227
xiaonanhai	小男孩	4227
yinhuashui	印花税	4227
yixiliede	一系列的	4227
yuehan	约翰	4227
zhongchao	中超	4227
bianqian	变迁	4226
caogen	草根	4226
erding	而定	4226
gaoguan	高官	4226
guojiaanquan	国家安全	4226
henzhong	很重	4226
jingyou	精油	4226
kezhi	克制	4226
maixia	买下	4226
ninshi	您是	4226
qu	渠	4226
sajiao	撒娇	4226
shengchanshang	生产商	4226
waike	外科	4226
yongliang	用量	4226
zaizuo	再做	4226
zhihuibu	指挥部	4226
biaoxianchulai	表现出来	4225
bingfa	并发	4225
dangji	当即	4225
dudao	读到	4225
hualiao	化疗	4225
kuochong	扩充	4225
qixi	七夕	4225
shaofu	少妇	4225
shizi	十字	4225
shunying	顺应	4225
siwei	四位	4225
yatai	亚太	4225
zhiwen	指纹	4225
zongxian	总线	4225
banzou	伴奏	4224
boxue	剥削	4224
buyoude	不由得	4224
chonglai	重来	4224
daguai	打怪	4224
daqiye	大企业	4224
duoyu	多于	4224
gaofen	高分	4224
geda	个大	4224
guojimaoyi	国际贸易	4224
guoqi	国旗	4224
jijuhua	几句话	4224
keyan	可言	4224
lengdan	冷淡	4224
liangche	辆车	4224
lisuodangran	理所当然	4224
nianhui	年会	4224
pishi	批示	4224
shangjiang	上讲	4224
shangkong	上空	4224
shunchang	顺畅	4224
shushang	书上	4224
tiaoli	调理	4224
touyingji	投影机	4224
xi	习	4224
xuanyan	宣言	4224
xueshenghui	学生会	4224
yanxia	眼下	4224
yishijian	一时间	4224
zerenren	责任人	4224
zhangbei	长辈	4224
benxiang	本想	4223
chou	仇	4223
dahao	打好	4223
dali	大理	4223
dianshu	点数	4223
duogao	多高	4223
fangzong	放纵	4223
guzhang	鼓掌	4223
nahan	呐喊	4223
su	宿	4223
tanjiu	探究	4223
xiaosheng	小声	4223
yanan	延安	4223
yejiao	也叫	4223
zhandouji	战斗机	4223
zhifen	之分	4223
zhuandao	赚到	4223
zouchulai	走出来	4223
dingzhe	顶着	4222
fenqi	分期	4222
jingsui	精髓	4222
lianzai	连载	4222
meimao	眉毛	4222
nege	呢个	4222
pohai	迫害	4222
xi	夕	4222
xuruo	虚弱	4222
yijiao	一觉	4222
yiliang	一两	4222
aizhe	爱着	4221
baofei	报废	4221
chengzuo	称作	4221
chouti	抽屉	4221
daozhang	到帐	4221
feichangxihuan	非常喜欢	4221
ganzhi	感知	4221
geren	各人	4221
lianglei	两类	4221
liuji	六级	4221
maikefeng	麦克风	4221
mang	盲	4221
shangshan	上山	4221
shiyongzuopin	使用作品	4221
taizao	太早	4221
yangrou	羊肉	4221
zhimei	之美	4221
zhongyiyao	中医药	4221
zhuantou	砖头	4221
mengjing	梦境	4220
naozhong	闹钟	4220
quwan	去玩	4220
rengwei	仍未	4220
zheyangcaineng	这样才能	4220
zhima	芝麻	4220
zouguolai	走过来	4220
zuifan	罪犯	4220
zuodao	坐到	4220
baoan	报案	4219
beng	蹦	4219
chuyuan	出院	4219
danmai	丹麦	4219
danyou	但有	4219
daole	倒了	4219
dengyixilie	等一系列	4219
doudou	痘痘	4219
fengzhong	风中	4219
huaerjie	华尔街	4219
hundan	混蛋	4219
juanzhu	捐助	4219
kan	坎	4219
manmanlai	慢慢来	4219
pianni	骗你	4219
pici	批次	4219
shangguo	上过	4219
shanlu	山路	4219
shengren	圣人	4219
shici	诗词	4219
suodeshui	所得税	4219
tianbu	填补	4219
weijian	未见	4219
xiangban	相伴	4219
xiaopang	小胖	4219
xuniji	虚拟机	4219
yaokongqi	遥控器	4219
yibuyibu	一步一步	4219
youpiao	邮票	4219
youqu	又去	4219
yousange	有三个	4219
zhaolai	找来	4219
zilaishui	自来水	4219
baiyuan	百元	4218
buzuo	不作	4218
fangxiangpan	方向盘	4218
fengchui	风吹	4218
futian	福田	4218
gudingzichan	固定资产	4218
jianmian	减免	4218
kuo	扩	4218
neirongjun	内容均	4218
qianshou	牵手	4218
shenai	深爱	4218
shiyao	时要	4218
toushi	透视	4218
yongzuo	用作	4218
zhengchuyu	正处于	4218
baofu	包袱	4217
bingxiang	并向	4217
bujingyi	不经意	4217
haixiao	海啸	4217
lizi	离子	4217
nawojiu	那我就	4217
xiangdao	向导	4217
xiaosi	笑死	4217
xueqing	血清	4217
yijie	一节	4217
yuliu	预留	4217
zhanchulai	站出来	4217
benan	本案	4216
chuangzaochu	创造出	4216
cidai	磁带	4216
guwu	鼓舞	4216
huibi	会比	4216
laobanniang	老板娘	4216
paihan	排汗	4216
sanbu	散布	4216
shenghua	升华	4216
xianzhengfu	县政府	4216
yinbi	隐蔽	4216
yingyeting	营业厅	4216
youhua	油画	4216
yue	跃	4216
guizi	柜子	4215
hang	杭	4215
jianshebu	建设部	4215
jigexiaoshi	几个小时	4215
juchang	剧场	4215
rende	认得	4215
shengpa	生怕	4215
shiyi	示意	4215
shouqiang	手枪	4215
souhuboke	搜狐博客	4215
xiangle	响了	4215
yiwu	义乌	4215
zenmezheme	怎么这么	4215
zhizu	知足	4215
zongheng	纵横	4215
benqian	本钱	4214
bi	臂	4214
chandi	产地	4214
choucha	抽查	4214
cizhong	此种	4214
ding	钉	4214
fu	弗	4214
huoche	货车	4214
jianni	见你	4214
kaozheng	考证	4214
lanchougu	蓝筹股	4214
lixiaolong	李小龙	4214
neice	内测	4214
po	泼	4214
qiliang	凄凉	4214
shoushen	瘦身	4214
suqiu	诉求	4214
tequ	特区	4214
touzhu	投注	4214
tuichong	推崇	4214
waishang	外商	4214
wangming	网名	4214
wangwai	往外	4214
wendao	问到	4214
yinyue	隐约	4214
youzhenduixing	有针对性	4214
zuoan	作案	4214
baozhu	保住	4213
dayou	大有	4213
geshu	个数	4213
mu	幕	4213
muluxia	目录下	4213
nianmo	年末	4213
quantian	全天	4213
shiyi	是一	4213
sizai	死在	4213
wande	玩得	4213
xing	邢	4213
yeshou	野兽	4213
zhangbaizhi	张柏芝	4213
zhangdan	账单	4213
zhanli	站立	4213
boyou	博友	4212
chou	筹	4212
dasi	大肆	4212
guguai	古怪	4212
keluji	刻录机	4212
kezhi	可知	4212
wuhou	午后	4212
xinlangwang	新浪网	4212
yanjiujinzhan	研究进展	4212
yongyu	勇于	4212
zhemeduoren	这么多人	4212
ziliaopian	资料片	4212
duilie	队列	4211
haowande	好玩的	4211
huang	荒	4211
huitong	会同	4211
jianyinin	建议您	4211
jiujiu	久久	4211
liangshou	两手	4211
rutou	乳头	4211
xiantian	先天	4211
baoman	饱满	4210
beifeng	被封	4210
cangzai	藏在	4210
chuankou	串口	4210
daoshang	岛上	4210
duonianqian	多年前	4210
fangyuan	房源	4210
gerenkongjian	个人空间	4210
han	焊	4210
jingyingguanli	经营管理	4210
laodao	唠叨	4210
mazui	麻醉	4210
neixiang	内向	4210
peng	棚	4210
suoyao	所要	4210
tusha	屠杀	4210
waijiaobu	外交部	4210
xiangmuzu	项目组	4210
xujinglei	徐静蕾	4210
yingdi	营地	4210
yizhao	一招	4210
zougao	走高	4210
zuji	足迹	4210
bada	八大	4209
biankuang	边框	4209
bianyi	变异	4209
chan	禅	4209
cidian	词典	4209
edu	恶毒	4209
falvguiding	法律规定	4209
guohang	国航	4209
mangmang	茫茫	4209
sici	四次	4209
wangji	旺季	4209
xiaoma	小马	4209
yanshi	延时	4209
youji	游记	4209
yuanzi	源自	4209
fangwei	方位	4208
fashengbianhua	发生变化	4208
gaiju	该剧	4208
gaosudajia	告诉大家	4208
huohua	火花	4208
jiuming	救命	4208
lianghua	量化	4208
mosun	磨损	4208
shangtong	伤痛	4208
shexiang	摄像	4208
shiheziji	适合自己	4208
shuzhi	树脂	4208
yizhishou	一只手	4208
zhao	召	4208
baojianpin	保健品	4207
chupin	出品	4207
gaoe	高额	4207
jiujiang	就将	4207
lan	岚	4207
murong	慕容	4207
qianglieyaoqiu	强烈要求	4207
qinglai	请来	4207
shuide	睡得	4207
tongming	同名	4207
xiuhao	修好	4207
yiyu	已于	4207
zhengrong	整容	4207
zhenhua	真话	4207
zhuanghao	装好	4207
anning	安宁	4206
ban	拌	4206
bushui	不睡	4206
danpianji	单片机	4206
dashu	大鼠	4206
disanjie	第三届	4206
fanghuan	放缓	4206
fuqi	福气	4206
gerou	割肉	4206
gongjian	共建	4206
henyouyisi	很有意思	4206
huaxiang	花香	4206
ji	疾	4206
jieshoucaifang	接受采访	4206
nitu	泥土	4206
shanguang	闪光	4206
shaoyu	少于	4206
suoshu	所述	4206
tangseng	唐僧	4206
tianxing	天性	4206
wufashiyong	无法使用	4206
xidu	吸毒	4206
yitong	一通	4206
yu	裕	4206
zerenzhi	责任制	4206
zoujin	走近	4206
aiyigeren	爱一个人	4205
dangnei	党内	4205
mayun	马云	4205
rujia	儒家	4205
shiguan	使馆	4205
shouhuo	收货	4205
weishi	卫视	4205
xisu	习俗	4205
zhaohui	召回	4205
zheda	浙大	4205
dinglv	定律	4204
guotou	过头	4204
jijian	几件	4204
lianpi	脸皮	4204
nongsuo	浓缩	4204
qingqing	青青	4204
shengshi	盛世	4204
shuailao	衰老	4204
shuiyebu	谁也不	4204
yanxi	演戏	4204
zuizaode	最早的	4204
ami	阿弥	4203
aolinpike	奥林匹克	4203
bifang	比方	4203
butuo	不妥	4203
daiyanren	代言人	4203
hexun	和讯	4203
hundun	混沌	4203
jinye	今夜	4203
peishang	配上	4203
piaoliu	漂流	4203
qiecheng	切成	4203
songqu	送去	4203
tuwei	图为	4203
xiashuo	瞎说	4203
xinwenmeiti	新闻媒体	4203
zhandouli	战斗力	4203
zhinengyong	只能用	4203
zhongzhi	中止	4203
baoyu	宝玉	4202
bin	滨	4202
chuangyezhe	创业者	4202
duanxian	断线	4202
gaoxin	高薪	4202
gongyequ	工业区	4202
haonanren	好男人	4202
hebian	河边	4202
jin	筋	4202
jinnianyilai	今年以来	4202
laoer	老二	4202
lianxuju	连续剧	4202
louchu	露出	4202
nio	你哦	4202
pingji	评级	4202
qu	趋	4202
ruoyou	若有	4202
tongshiyou	同时又	4202
wenming	闻名	4202
wofang	我方	4202
wuchu	无处	4202
xingming	性命	4202
xueche	学车	4202
yedui	也对	4202
zai	栽	4202
zhusanjiao	珠三角	4202
ziguang	紫光	4202
zou	奏	4202
fanchi	饭吃	4201
gongyinglian	供应链	4201
haineiwai	海内外	4201
moshu	魔术	4201
nabang	那帮	4201
shi	示	4201
shijinsai	世锦赛	4201
shini	使你	4201
shizhe	使者	4201
tiyuchang	体育场	4201
tongxunlu	通讯录	4201
xiaoluo	小罗	4201
xiaxun	下旬	4201
xingfa	刑法	4201
yongbuzhao	用不着	4201
zhengtu	征途	4201
chengweizhongguo	成为中国	4200
chun	蠢	4200
daoqie	盗窃	4200
fukesi	福克斯	4200
gangtai	港台	4200
gaojing	告警	4200
gerenyijian	个人意见	4200
gua	卦	4200
jingtan	惊叹	4200
kuzao	枯燥	4200
lingtu	领土	4200
qingcai	青菜	4200
wozhidaoni	我知道你	4200
yizhong	一中	4200
zhanlanhui	展览会	4200
dianjichakan	点击查看	4199
feifei	菲菲	4199
fuse	肤色	4199
haochang	好长	4199
kexuefazhan	科学发展	4199
meitou	眉头	4199
xiaotui	小腿	4199
yinnin	因您	4199
yiqunren	一群人	4199
zhen	贞	4199
ben	苯	4198
chengyu	成语	4198
chuxian	出线	4198
dada	打打	4198
dajie	打劫	4198
gengshen	更深	4198
gouri	狗日	4198
jianchi	减持	4198
jiangyou	将由	4198
jie	饥饿	4198
jincheng	进城	4198
juhe	聚合	4198
liangzhi	良知	4198
meichi	没吃	4198
nianfen	年份	4198
qianjinian	前几年	4198
shangwang	伤亡	4198
wo	卧	4198
wozong	我总	4198
xiashan	下山	4198
xionghou	雄厚	4198
aaaa	啊啊啊啊	4197
badao	霸道	4197
baoxue	暴雪	4197
cucheng	促成	4197
dudu	嘟嘟	4197
haoguo	好过	4197
jiqun	集群	4197
juewu	觉悟	4197
mingzhi	明知	4197
quanneng	全能	4197
shenzai	身在	4197
shishiqiushi	实事求是	4197
tieshang	贴上	4197
wenzhong	稳重	4197
yongyue	踊跃	4197
youdu	有毒	4197
yushi	预示	4197
zhanji	战机	4197
zu	阻	4197
zuinan	最难	4197
bushi	不失	4196
caishizhenzheng	才是真正	4196
daoye	倒也	4196
jiezhe	借着	4196
taixia	台下	4196
wuli	武力	4196
yanjiubaogao	研究报告	4196
zhou	咒	4196
biaozi	婊子	4195
delao	的老	4195
doude	都得	4195
fangzhipin	纺织品	4195
fu	甫	4195
gansusheng	甘肃省	4195
gengzheng	更正	4195
jiajin	加紧	4195
jimi	机密	4195
kongzhixitong	控制系统	4195
qi	琦	4195
tongguan	通关	4195
xize	细则	4195
youfa	诱发	4195
zhili	之力	4195
zhixing	之星	4195
aaa	啊啊啊	4194
alabo	阿拉伯	4194
changyou	常有	4194
dianhuali	电话里	4194
dichengben	低成本	4194
duanluo	段落	4194
feilv	费率	4194
geng	耿	4194
guoshi	过时	4194
haofei	耗费	4194
haohaizi	好孩子	4194
haoqixin	好奇心	4194
jingye	精液	4194
liangyang	两样	4194
minhang	民航	4194
ninhai	您还	4194
qiyue	契约	4194
renbu	人不	4194
sheng	绳	4194
weiqi	围棋	4194
xiane	限额	4194
xinshenger	新生儿	4194
yidazao	一大早	4194
yishupin	艺术品	4194
yushijujin	与时俱进	4194
zengzhangsudu	增长速度	4194
zhifarenyuan	执法人员	4194
anjie	按揭	4193
boduan	波段	4193
bubi	不比	4193
chengshijianshe	城市建设	4193
fengqi	风气	4193
jiangcong	将从	4193
jizhun	基准	4193
junfang	军方	4193
kaoping	考评	4193
nianxian	年限	4193
shenmeguanxi	什么关系	4193
xiaozi	小资	4193
xingzhengzhifa	行政执法	4193
daoshi	道士	4192
diulian	丢脸	4192
duita	对它	4192
fan	樊	4192
getou	个头	4192
gonglao	功劳	4192
guizhang	规章	4192
haone	好呢	4192
jiaren	嫁人	4192
kezhen	可真	4192
pin	贫	4192
sanling	三菱	4192
shi	時	4192
wanglu	网路	4192
wenhe	吻合	4192
yanxian	沿线	4192
yue	阅	4192
zhongguoliantong	中国联通	4192
zuichang	最长	4192
chugui	出轨	4191
dangzhe	当着	4191
dingju	定居	4191
fabiao	发飙	4191
guanjianshike	关键时刻	4191
keke	苛刻	4191
lianhehui	联合会	4191
piaoguo	飘过	4191
shehua	奢华	4191
shubao	书包	4191
wanyi	万亿	4191
yinhangye	银行业	4191
zuishang	嘴上	4191
bingqilin	冰淇淋	4190
danqu	单曲	4190
daoluan	捣乱	4190
dierzhang	第二章	4190
duoshi	多是	4190
ganshuo	敢说	4190
haiba	海拔	4190
huogai	活该	4190
kache	卡车	4190
ling	铃	4190
meidao	每到	4190
muqianshichang	目前市场	4190
shenwang	身亡	4190
si	撕	4190
touxian	头衔	4190
wangling	亡灵	4190
wumei	妩媚	4190
xingzhengguanli	行政管理	4190
zaiguo	再过	4190
dangzhibu	党支部	4189
guanshang	关上	4189
houqin	后勤	4189
jinrongshichang	金融市场	4189
nahai	那还	4189
shenmea	什么啊	4189
shitian	十天	4189
sou	艘	4189
taihu	太湖	4189
taozui	陶醉	4189
xiaoquan	小泉	4189
xinxizhongxin	信息中心	4189
benpian	本片	4188
changduan	长短	4188
daihao	代号	4188
fensui	粉碎	4188
haizao	还早	4188
hanhan	韩寒	4188
heli	合力	4188
jiang	浆	4188
jing	竞	4188
jiuna	就拿	4188
naqian	拿钱	4188
shuishang	水上	4188
chanmian	缠绵	4187
gufu	辜负	4187
halibote	哈利波特	4187
henshufu	很舒服	4187
jiao	搅	4187
jing	靖	4187
jiubie	就别	4187
kanbu	看不	4187
shoukan	收看	4187
shuiyuan	水源	4187
waixingren	外星人	4187
wangluoyingxiao	网络营销	4187
yijiqita	以及其他	4187
youwen	尤文	4187
zanyang	赞扬	4187
chefei	车费	4186
chemen	车门	4186
chongxinqidong	重新启动	4186
chuxianwenti	出现问题	4186
dawenti	大问题	4186
dexian	得闲	4186
dingwei	定为	4186
guobuqu	过不去	4186
huaqiao	华侨	4186
jianao	煎熬	4186
jiucheng	就成	4186
luoxia	落下	4186
pengren	烹饪	4186
qiangjin	强劲	4186
qianqu	前去	4186
shan	珊	4186
shenchuan	身穿	4186
shikong	失控	4186
taidu	台独	4186
taishaole	太少了	4186
tunbu	臀部	4186
weizhang	违章	4186
xiaohuo	小伙	4186
xiaolexiao	笑了笑	4186
yanyi	演艺	4186
yinhui	淫秽	4186
youguanfalv	有关法律	4186
zhizi	之子	4186
zhuangpei	装配	4186
zuomo	琢磨	4186
buzenmeyang	不怎么样	4185
caochang	操场	4185
chongzhi	重置	4185
dengpao	灯泡	4185
doushizheyang	都是这样	4185
duoda	多达	4185
fali	发力	4185
kejichuangxin	科技创新	4185
liangfen	两份	4185
nianshao	年少	4185
wuchang	无偿	4185
xiazaidizhi	下载地址	4185
yaoye	药业	4185
dajin	打进	4184
fenshuxian	分数线	4184
kuaimen	快门	4184
laopengyou	老朋友	4184
liangwan	两万	4184
long	笼	4184
mingxiao	名校	4184
tongsu	通俗	4184
tuihuan	退还	4184
tuzhong	图中	4184
wuzhong	物种	4184
xueruo	削弱	4184
yice	一侧	4184
yugao	预告	4184
ziyan	字眼	4184
chicu	吃醋	4183
diudiao	丢掉	4183
jianyue	简约	4183
qiechu	切除	4183
riju	日剧	4183
shiwusuo	事务所	4183
taohao	讨好	4183
taoqian	掏钱	4183
tingdong	听懂	4183
woyi	我已	4183
xinzheng	新政	4183
yihe	一盒	4183
yujian	预见	4183
zhongxun	中旬	4183
naishi	乃是	4182
nashuang	那双	4182
qixiade	旗下的	4182
shanxia	山下	4182
shiheng	失衡	4182
tuidao	推到	4182
wenshi	问世	4182
xiaxing	下行	4182
yisui	一岁	4182
yongren	用人	4182
zaihao	再好	4182
zhegegushi	这个故事	4182
zoulai	走来	4182
zuocuo	做错	4182
bijin	逼近	4181
diaoke	雕刻	4181
fangying	放映	4181
gaokai	高开	4181
gonggongfuwu	公共服务	4181
hedao	河道	4181
xianshuo	先说	4181
yi	倚	4181
yinyuehui	音乐会	4181
zhengzhong	郑重	4181
bianxiang	变相	4180
fanghuo	防火	4180
gesheng	各省	4180
jianxi	间隙	4180
jiaotongshigu	交通事故	4180
jiuzhi	救治	4180
shuo	說	4180
sizhi	四肢	4180
xietiaofazhan	协调发展	4180
bangbangmang	帮帮忙	4179
biezai	别再	4179
bingli	兵力	4179
buren	不忍	4179
chanchu	产出	4179
daoshu	倒数	4179
douyi	都以	4179
fu	妇	4179
gang	缸	4179
gentie	跟贴	4179
guanta	管他	4179
haiyoumeiyou	还有没有	4179
hangyexiehui	行业协会	4179
huigeng	会更	4179
jian	舰	4179
kuanggong	矿工	4179
lianzhe	连着	4179
lvdi	绿地	4179
meiju	美剧	4179
qingdan	清淡	4179
tan	痰	4179
tezhong	特种	4179
youba	又把	4179
youtairen	犹太人	4179
zhangcheng	章程	4179
zhiliangwenti	质量问题	4179
bingxing	并行	4178
caisuan	才算	4178
falungong	法轮功	4178
fan	帆	4178
fudaoyuan	辅导员	4178
gezi	个字	4178
lietou	猎头	4178
shier	时而	4178
tingwan	听完	4178
wusi	无私	4178
xiaofeipin	消费品	4178
xiaoli	小李	4178
xuhuan	虚幻	4178
yanzhongyingxiang	严重影响	4178
yidongyingpan	移动硬盘	4178
yinjiu	饮酒	4178
yuanjia	原价	4178
zhipa	只怕	4178
daiji	待机	4176
erta	而他	4176
fangxun	防汛	4176
jianduguanli	监督管理	4176
jijinjingli	基金经理	4176
liuzhuan	流转	4176
nenghao	能耗	4176
qingdai	清代	4176
shuoju	说句	4176
wangdiao	忘掉	4176
yi	议	4176
bawang	霸王	4175
bobo	波波	4175
bulei	不累	4175
buwen	不稳	4175
changkai	敞开	4175
dahan	大喊	4175
fengxiantouzi	风险投资	4175
fuxie	腹泻	4175
hu	狐	4175
jinjiezhe	紧接着	4175
maifang	买方	4175
naohuo	恼火	4175
niding	拟定	4175
pushi	朴实	4175
qiangzhuang	强壮	4175
qianneng	潜能	4175
shijie	时节	4175
souxun	搜寻	4175
suoqu	索取	4175
tianshan	天山	4175
xiangyixiang	想一想	4175
xuan	炫	4175
yaoni	要你	4175
cezhong	侧重	4174
dalege	打了个	4174
fumianyingxiang	负面影响	4174
gaobuhao	搞不好	4174
guodu	国度	4174
guohu	过户	4174
henduan	很短	4174
jisu	急速	4174
kandian	看点	4174
lufei	路费	4174
meidian	没电	4174
nanfang	男方	4174
shenchu	身处	4174
shengwen	升温	4174
taiqi	抬起	4174
xiaoneng	效能	4174
yongyi	用以	4174
bafeite	巴菲特	4173
faguoren	法国人	4173
fusu	复苏	4173
huayu	华语	4173
huiju	汇聚	4173
juzi	橘子	4173
keke	可可	4173
kenan	柯南	4173
minguo	民国	4173
qiaocui	憔悴	4173
shenshi	绅士	4173
suxing	苏醒	4173
suzhijiaoyu	素质教育	4173
yeting	也挺	4173
yijian	一见	4173
zhaozhe	照着	4173
zuiming	罪名	4173
chaoda	超大	4172
chouqu	抽取	4172
cunweihui	村委会	4172
dali	打理	4172
denghui	灯会	4172
duanku	短裤	4172
duosui	多岁	4172
guozhi	果汁	4172
hongwei	宏伟	4172
hunxiao	混淆	4172
huoli	火力	4172
jiaoji	焦急	4172
jiemi	解密	4172
jingyan	惊艳	4172
jingzichan	净资产	4172
jinshi	近视	4172
